Statistiche Fantacalcio Stagione 2021 22  Italia;;;;;;;;;;;;;;;;
Id;R;Nome;Squadra;Pv;Mv;Mf;Gf;Gs;Rp;Rc;R+;R-;Ass;Amm;Esp;Au
5336;A;Nzola;Spezia;18;5,78;6,11;2;0;0;0;0;0;1;2;0;0
5454;A;Mancuso;Empoli;7;5,71;6,14;1;0;0;0;0;0;0;0;0;0
5808;A;Giovinco;Sampdoria;2;5,75;5,75;0;0;0;0;0;0;0;0;0;0
5233;A;Mayoral;Roma;2;5,5;5,5;0;0;0;0;0;0;0;0;0;0
5310;A;Hauge;Milan;0;0;0;0;0;0;0;0;0;0;0;0;0
5322;A;Mihaila;Atalanta;2;5,5;5,5;0;0;0;0;0;0;0;0;0;0
5494;A;Di Mariano;Venezia;1;5;5;0;0;0;0;0;0;0;0;0;0
5500;A;Cancellieri;Verona;5;6;6,5;1;0;0;0;0;0;0;1;0;0
5506;A;Ekuban;Genoa;29;5,53;5,67;1;0;0;0;0;0;2;2;0;0
5523;A;Bianchi F.;Genoa;6;5,5;6;1;0;0;0;0;0;0;0;0;0
5673;A;Antiste;Spezia;16;5,78;5,97;1;0;0;0;0;0;0;0;0;0
5802;A;Mikael;Salernitana;4;6,12;6,12;0;0;0;0;0;0;0;0;0;0
306;A;Cerri;Cagliari;0;0;0;0;0;0;0;0;0;0;0;0;0
447;A;La Gumina;Sampdoria;0;0;0;0;0;0;0;0;0;0;0;0;0
4359;A;Piccoli;Genoa;8;5,69;6,06;1;0;0;0;0;0;0;0;0;0
5495;A;Forte;Venezia;6;5,75;6,08;1;0;0;0;0;0;0;3;0;0
5728;A;Afena-Gyan;Roma;14;5,75;6;2;0;0;0;0;0;0;3;1;0
819;A;Favilli;Genoa;1;5,5;5,5;0;0;0;0;0;0;0;0;0;0
1879;A;Farias;Cagliari;3;5,5;5,5;0;0;0;0;0;0;0;0;0;0
4346;A;Millico;Torino;0;0;0;0;0;0;0;0;0;0;0;0;0
4430;A;Cristo;Udinese;0;0;0;0;0;0;0;0;0;0;0;0;0
4500;A;Di Carmine;Verona;1;5;4,5;0;0;0;0;0;0;0;1;0;0
315;A;Zaza;Torino;3;5,83;5,83;0;0;0;0;0;0;0;1;0;0
2195;A;Ounas;Napoli;8;6,06;6;0;0;0;0;0;0;0;1;0;0
2304;A;Salcedo E.;Spezia;8;5,69;5,62;0;0;0;0;0;0;0;1;0;0
2743;A;Santander;Bologna;2;6;7,25;1;0;0;0;0;0;0;1;0;0
2750;A;Mraz;Spezia;2;5,75;5,75;0;0;0;0;0;0;0;0;0;0
5060;A;Ake' M.;Juventus;2;5,75;5,5;0;0;0;0;0;0;0;1;0;0
5360;A;Vergani;Salernitana;1;5,5;5,5;0;0;0;0;0;0;0;0;0;0
5439;A;Kallon;Genoa;13;5,85;5,81;0;0;0;0;0;0;1;3;0;0
5460;A;Satriano;Inter;2;6;6;0;0;0;0;0;0;0;0;0;0
5477;A;Warming;Torino;2;6,25;6,25;0;0;0;0;0;0;0;0;0;0
5525;A;Galazzi;Venezia;1;6;6;0;0;0;0;0;0;0;0;0;0
5690;A;Strelec;Spezia;9;5,5;5,83;1;0;0;0;0;0;0;0;0;0
5716;A;Podgoreanu;Spezia;4;5,88;6,12;0;0;0;0;0;0;1;0;0;0
5776;A;Ceide;Sassuolo;1;5,5;5,5;0;0;0;0;0;0;0;0;0;0
5806;A;Seck;Torino;3;6;6;0;0;0;0;0;0;0;0;0;0
5814;A;Cisse' M.;Atalanta;1;7;10;1;0;0;0;0;0;0;0;0;0
532;A;Falcinelli;Bologna;2;5,75;5,75;0;0;0;0;0;0;0;0;0;0
1839;A;Edera;Torino;0;0;0;0;0;0;0;0;0;0;0;0;0
2073;A;Ragusa;Verona;0;0;0;0;0;0;0;0;0;0;0;0;0
2654;A;Ceter;Cagliari;0;0;0;0;0;0;0;0;0;0;0;0;0
4435;A;Colley E.;Spezia;8;5,62;5,56;0;0;0;0;0;0;0;1;0;0
4453;A;Torregrossa;Sampdoria;3;5,67;5,67;0;0;0;0;0;0;0;1;0;0
4483;A;Cangiano;Bologna;0;0;0;0;0;0;0;0;0;0;0;0;0
4936;A;Manzari;Sassuolo;0;0;0;0;0;0;0;0;0;0;0;0;0
4938;A;Moro;Lazio;8;5,94;6,06;0;0;0;0;0;0;1;0;0;0
4940;A;Gagliano;Cagliari;0;0;0;0;0;0;0;0;0;0;0;0;0
5012;A;Muriqi;Lazio;5;5,6;5,5;0;0;0;0;0;0;0;1;0;0
5378;A;Oddei;Sassuolo;0;0;0;0;0;0;0;0;0;0;0;0;0
5391;A;Kokorin;Fiorentina;2;6;6;0;0;0;0;0;0;0;1;0;0
5446;A;Van Hooijdonk;Bologna;1;5,5;5,5;0;0;0;0;0;0;0;0;0;0
5455;A;Moreo;Empoli;0;0;0;0;0;0;0;0;0;0;0;0;0
5458;A;Munteanu;Fiorentina;0;0;0;0;0;0;0;0;0;0;0;0;0
5459;A;Buksa;Genoa;1;5;5;0;0;0;0;0;0;0;0;0;0
5472;A;Kristoffersen;Salernitana;0;0;0;0;0;0;0;0;0;0;0;0;0
5493;A;Bocalon;Venezia;0;0;0;0;0;0;0;0;0;0;0;0;0
5505;A;Kaio Jorge;Juventus;2;5,75;5,75;0;0;0;0;0;0;0;0;0;0
5512;A;De Luca;Sampdoria;0;0;0;0;0;0;0;0;0;0;0;0;0
5785;A;Lazetic;Milan;0;0;0;0;0;0;0;0;0;0;0;0;0
